unique_id,collision_id,crash_date_person,crash_time_person,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean,crash_date_crash,crash_time_crash,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
9021437,4080431,02/07/2019,11:21,cdc537b9-87af-4616-8f88-3eaadf108c78,OCCUPANT,Unspecified,18533086.0,90.0,,,,,,,,,Registrant,,,F,90.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260871,4232049,10/29/2019,16:43,76176e6c-4010-43ef-bc77-1505dff09ee3,OCCUPANT,Unspecified,19146943.0,48.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,48.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741711,3538458,10/11/2016,17:50,2287794,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256504,4231462,10/25/2019,15:40,2dbc0e87-1584-42b9-b0a0-86666d63fffc,OCCUPANT,Unspecified,19144843.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257195,4229673,10/26/2019,20:00,71e35fc7-2c5f-43e7-aa6a-257ed367a7a6,BICYCLIST,Injured,19145165.0,17.0,Ejected,Conscious,Knee-Lower Leg Foot,Driver,,,,Fracture - Distorted - Dislocation,Driver,,,M,17.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873838,4143011,06/02/2019,0:11,bceb4733-f86f-4d3f-8521-c1e00ff1b4d1,OCCUPANT,Unspecified,18953677.0,19.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Does Not Apply,Passenger,,,F,19.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604070,3530005,09/29/2016,16:50,2143017,OCCUPANT,Unspecified,17351221.0,53.0,,,,,,,,,Registrant,,,M,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265217,4233072,11/01/2019,6:25,518c3452-9d36-4a70-9f56-77ec01815b76,OCCUPANT,Unspecified,19149094.0,67.0,,,,,,,,,Registrant,,,M,67.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165109,3412924,04/04/2016,15:25,1166291,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769706,4119197,04/22/2019,15:40,1bd9f90c-cf2b-425f-82c5-6f196e0fc000,OCCUPANT,Unspecified,18902332.0,70.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,70.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250647,4230186,10/27/2019,20:29,bb484798-7a4f-4d0f-9d4a-137a341fd54b,OCCUPANT,Unspecified,19141861.0,54.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,54.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355787,4022786,06/12/2016,4:20,930120,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258865,4229104,10/24/2019,22:40,8db5316e-7f76-4279-8b0b-440dae3c0c29,OCCUPANT,Unspecified,19145978.0,22.0,,,,,,,,,Registrant,,,F,22.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637222,3588439,12/27/2016,5:41,3206745,OCCUPANT,Injured,17367026.0,52.0,Not Ejected,Conscious,Head,"Front passenger, if two or more persons, including the driver, are in the front seat",Air Bag Deployed/Lap Belt/Harness,,,Complaint of Pain,Passenger,,,M,52.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002515,3452118,05/20/2016,16:30,720272,PEDESTRIAN,Injured,,66.0,,Conscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,Pedestrian,Unspecified,Unspecified,F,66.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645676,3563328,11/19/2016,0:50,2754266,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273240,4235213,11/02/2019,23:29,b235454f-1a96-4018-8728-436f4302c3a1,OCCUPANT,Unspecified,19153115.0,53.0,,,,,,,,,Registrant,,,M,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823694,3424023,04/08/2016,6:18,312060,PEDESTRIAN,Injured,,15.0,Does Not Apply,Shock,Knee-Lower Leg Foot,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unknown,Internal,Pedestrian,,,F,15.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6969315,3689499,06/11/2017,21:15,311e74b4-dee7-41b6-8e50-33ba1ac73cda,OCCUPANT,Unspecified,17526537.0,18.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,18.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265856,4232951,10/31/2019,5:30,7a76cdb1-08e4-496e-b441-4e6b07b3d5ca,OCCUPANT,Unspecified,19149415.0,54.0,,,,,,,,,Registrant,,,M,54.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049905,242972,07/30/2013,15:00,1,OCCUPANT,Injured,13236912.0,,,,,,,,,,,,,,39.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176097,3471994,06/29/2016,12:20,1116169,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268001,4233542,10/30/2019,22:30,e10bd1d0-abe0-4a34-9037-49c910b9dcb3,OCCUPANT,Unspecified,19150503.0,50.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,50.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273696,4235334,11/01/2019,23:40,ecc14f47-fa84-41ec-a5b2-cdb5dd2559a6,OCCUPANT,Unspecified,19153340.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794824,3420215,04/22/2016,12:00,452996,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6205026,3461265,06/10/2016,16:00,944950,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271068,4234570,11/01/2019,14:34,4d4ed221-be76-4fbc-abc4-2c4fc18a24d6,OCCUPANT,Unspecified,19152011.0,63.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,63.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272827,4234269,10/31/2019,14:45,3b72760a-774e-4f7f-9041-71683062d540,OCCUPANT,Unspecified,19152905.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,45.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273145,3460529,06/09/2016,19:10,910394,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505168,3961574,08/15/2018,9:30,83ad3c96-a9e8-41b2-be76-1a58076a2265,OCCUPANT,Unspecified,18771176.0,15.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,15.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336301,3473138,07/02/2016,6:10,1122535,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264140,4232629,10/30/2019,20:25,720bb27a-3624-4ee3-b21c-99793d2f8e04,OCCUPANT,Unspecified,19148558.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,34.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556377,3510866,08/31/2016,11:50,1787779,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055476,4184543,07/30/2019,17:25,2ebad0a5-3b04-4731-8aeb-9aa9479c6750,OCCUPANT,Unspecified,19043867.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273394,4235302,10/30/2019,17:10,0cb0f956-d5f0-43b5-a612-2dd560c787ce,OCCUPANT,Unspecified,19153188.0,50.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,50.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936122,3652982,04/18/2017,9:00,8e88b02e-2a93-409d-bc4a-41b587cf7eaf,OCCUPANT,Unspecified,17510593.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272574,4233938,11/01/2019,13:30,bd0aac48-e128-42f2-8cef-3382391680e1,OCCUPANT,Unspecified,19152778.0,7.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Does Not Apply,Passenger,,,F,7.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000264,4171853,07/16/2019,0:00,b22cac2a-2a13-4651-8c09-a6f3c3ece0db,OCCUPANT,Unspecified,19016190.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270946,4234333,11/02/2019,1:30,443affd1-8f9f-4746-8ae0-44cd079a6a09,OCCUPANT,Unspecified,19151954.0,34.0,,,,,,,,,Registrant,,,M,34.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258004,4231744,10/29/2019,11:36,2ea8f8f9-4661-445a-bbff-2758126aaee7,OCCUPANT,Unspecified,19145560.0,29.0,,,,,,,,,Registrant,,,M,29.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265862,4232954,10/31/2019,12:10,32573da3-19be-4076-ac65-b04eac095e96,OCCUPANT,Unspecified,19149419.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,51.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266864,4233511,11/01/2019,22:07,c4c08a89-5b23-44b3-911e-5e8a4819cda5,OCCUPANT,Unspecified,19149944.0,49.0,,,,,,,,,Registrant,,,M,49.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263111,4232534,10/30/2019,13:20,eac9e369-a6a6-4038-a12d-42205b8f9eaa,OCCUPANT,Unspecified,19148049.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537382,3535892,10/05/2016,19:36,2379917,PEDESTRIAN,Injured,,13.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Riding/Walking Along Highway Against Traffic,Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,M,13.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375605,3519618,09/12/2016,20:49,1932025,PEDESTRIAN,Injured,,24.0,,Conscious,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,24.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121486,3602964,01/23/2017,17:30,ca9d1433-433e-4af3-8d5a-beca20e24ac6,OCCUPANT,Unspecified,17122609.0,17.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,17.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187205,4022960,06/12/2016,21:57,944699,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416795,3508422,08/26/2016,17:40,1738186,PEDESTRIAN,Unspecified,,19.0,,Does Not Apply,Does Not Apply,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Does Not Apply,Pedestrian,Listening/Using Headphones,Unspecified,M,19.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953951,3444011,05/18/2016,7:10,694017,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5945865,3436340,05/04/2016,21:45,567856,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782019,3416808,04/04/2016,10:00,340379,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763052,3418371,03/31/2016,14:00,445122,OCCUPANT,Unspecified,,,,,,,,,,,Policy Holder,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350588,3461090,06/12/2016,15:39,941789,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8939660,4063194,01/04/2019,15:00,6a76fef8-aa4b-4378-ba3a-281014314737,OCCUPANT,Unspecified,18492647.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,40.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268116,4233899,11/01/2019,12:14,d0a676a8-d225-428f-8f3c-f8124b3c0852,OCCUPANT,Unspecified,19150572.0,16.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,16.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791012,3427489,04/05/2016,8:30,268591,PEDESTRIAN,Injured,,47.0,Does Not Apply,Conscious,Back,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, or Crosswalk",Minor Bleeding,Pedestrian,,,F,47.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266629,4233413,11/01/2019,12:35,28ca6d1c-8d8d-45af-8e5b-8ef963a0fa2e,OCCUPANT,Unspecified,19149821.0,28.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Harness,,,Does Not Apply,Passenger,,,M,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390997,3485974,07/21/2016,22:30,1315707,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267897,4233768,11/02/2019,16:55,5ad72d6f-6a2c-4bf4-899f-750cb377b23c,OCCUPANT,Unspecified,19150448.0,45.0,,,,,,,,,Registrant,,,F,45.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6216208,3483666,07/18/2016,19:00,1268129,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206004,4023779,07/18/2016,12:56,1338238,PEDESTRIAN,Injured,,28.0,,Conscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,28.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253402,4230536,10/25/2019,12:25,fe23b5cb-a3e6-4375-89b0-9636ea3dea42,OCCUPANT,Unspecified,19143238.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Passenger,,,F,45.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990738,3436840,05/08/2016,2:34,617545,PEDESTRIAN,Killed,,43.0,,Apparent Death,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Severe Bleeding,Pedestrian,Unspecified,Unspecified,M,43.0,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171706,3431209,04/30/2016,0:45,827024,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268533,4233795,11/02/2019,16:00,949ecbf7-6f55-4f90-81fb-fb25340d2424,OCCUPANT,Injured,19150778.0,46.0,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F,46.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719667,3573964,12/01/2016,19:09,2894199,PEDESTRIAN,Injured,,64.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Contusion - Bruise,Pedestrian,Unspecified,Unspecified,M,64.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6546425,3546801,10/18/2016,8:02,2516810,PEDESTRIAN,Unspecified,,,,Does Not Apply,Does Not Apply,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Does Not Apply,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314009,3531553,10/02/2016,21:19,2179137,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220868,3560679,11/15/2016,8:40,2698366,PEDESTRIAN,Injured,,22.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Contusion - Bruise,Pedestrian,Unspecified,Unspecified,F,22.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257849,4231547,10/28/2019,11:14,e245bb36-7341-4291-91e2-d5e3a5beccc1,OCCUPANT,Unspecified,19145490.0,44.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,44.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258032,4231884,10/30/2019,0:00,ac7f7245-1c20-416f-b2f4-822410d7a1ae,OCCUPANT,Unspecified,19145577.0,19.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,,19.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5979401,3439572,05/09/2016,17:00,614983,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743340,3534338,10/03/2016,10:30,2185142,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912453,4151715,06/14/2019,14:45,91831073-b1fc-499c-a592-13d6916120b6,OCCUPANT,Unspecified,18972744.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,35.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529301,3502148,08/16/2016,15:18,1616810,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743981,3555559,11/05/2016,19:04,2603380,PEDESTRIAN,Injured,,18.0,,Conscious,Back,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Abrasion,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,18.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013337,3439223,05/09/2016,6:55,620798,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274025,3465428,06/19/2016,23:04,1004886,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257302,4231780,10/29/2019,0:05,269aa12f-7991-4102-8a15-c58f60541863,OCCUPANT,Unspecified,19145210.0,22.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,22.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5984344,3444485,05/18/2016,22:25,701657,OCCUPANT,Unspecified,17057023.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259377,4202898,09/09/2019,8:15,dd3c0f4b-2da1-4212-bd67-f6d8bb8d892f,OCCUPANT,Unspecified,19146230.0,31.0,,,,,,,,,Registrant,,,F,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237783,3461223,06/10/2016,11:54,2853747,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9391005,4054866,12/30/2018,15:56,d9e78602-5c3e-4fe4-8330-7783be3f6a9f,OCCUPANT,Unspecified,18715119.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256731,4231461,10/28/2019,23:30,2760f6f2-df12-4690-9e8c-eb299f489d51,OCCUPANT,Unspecified,19144949.0,28.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264697,4232555,10/29/2019,20:07,85195f9c-d171-44db-83e0-1b67ed1277e0,OCCUPANT,Unspecified,19148833.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,55.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260408,4232074,10/23/2019,16:52,37bf45f3-b148-4a82-915c-51e702e3e20e,OCCUPANT,Unspecified,19146724.0,69.0,,,,,,,,,Registrant,,,M,69.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9916197,4152523,06/15/2019,15:10,36281a01-8d7d-4cc3-929f-729feeddb229,OCCUPANT,Unspecified,18974606.0,59.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,59.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293976,3465263,06/20/2016,16:45,1009585,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263829,4233389,11/01/2019,14:50,5f95fe57-4faf-41ac-9fda-ad46ff19f2bd,OCCUPANT,Unspecified,19148405.0,41.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,41.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561961,3539132,10/12/2016,12:00,2295114,PEDESTRIAN,Injured,,56.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Not in Roadway,Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,56.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252029,4229959,10/27/2019,8:33,ac64282b-12be-485a-9dd0-e537b49b9db8,OCCUPANT,Unspecified,19142558.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7695666,3771050,10/17/2017,9:40,b5f78473-f717-4e8d-95bb-be1c655def38,OCCUPANT,Unspecified,17880065.0,40.0,,,,,,,,,Registrant,,,F,40.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262446,4223691,10/16/2019,0:33,8608ac52-aae7-43ab-9b64-954445f93246,OCCUPANT,Unspecified,19147705.0,36.0,,,,,,,,,Registrant,,,M,36.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252087,3505792,08/17/2016,12:30,1623135,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477742,3938639,07/10/2018,17:00,bf1f1c4d-29e2-41ff-8c31-edc7ba9122bb,OCCUPANT,Unspecified,18757677.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175299,4110524,04/07/2019,14:40,902b500e-4a20-4b19-a7fa-93feac54fc34,OCCUPANT,Unspecified,18609287.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F,33.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
